date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:27:53	202427/202427	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:27:49%20GMT	https://jumptask.io/blog/category/jumptask-updates/	jumptask.io/blog/category/jumptask-updates/index.html	(from https://jumptask.io/blog/jumptask-referral-program-launch/)
12:27:55	7090/7090	---M--	200	added ('OK')	image/jpeg	etag:GdcuQcYpGrakeztlcpSXOwTXDeLJ6EwvWk-2WlujMTw=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F11%2FGintare-1.jpg&w=256&q=70	jumptask.io/_next/image/indexc90f.html	(from https://jumptask.io/blog/jumptask-referral-program-launch/)
12:27:55	194561/194561	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:27:52%20GMT	https://jumptask.io/blog/authors/gintare-rimolaityte/	jumptask.io/blog/authors/gintare-rimolaityte/index.html	(from https://jumptask.io/blog/jumptask-referral-program-launch/)
12:27:55	1432/1432	---M--	200	added ('OK')	image/jpeg	etag:q5K5eviqiICGFZCyJ5J4NkQhslYhQ8NzRRsVAALyX9E=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F11%2FGintare-1.jpg&w=64&q=75	jumptask.io/_next/image/indexcd48.html	(from https://jumptask.io/blog/jumptask-referral-program-launch/)
12:27:56	475823/475823	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:27:47%20GMT	https://jumptask.io/testing-websites-for-money/	jumptask.io/testing-websites-for-money/index.html	(from https://jumptask.io/jumptask-microtasks/)
12:27:59	289653/289653	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:27:55%20GMT	https://jumptask.io/blog/black-friday-2025-giveaway-winners/	jumptask.io/blog/black-friday-2025-giveaway-winners/index.html	(from https://jumptask.io/blog/jumptask-referral-program-launch/)
12:27:59	215988/215988	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:27:56%20GMT	https://jumptask.io/blog/authors/gabriele-zundaite/	jumptask.io/blog/authors/gabriele-zundaite/index.html	(from https://jumptask.io/blog/jumptask-referral-program-launch/)
12:28:02	294393/294393	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:27:59%20GMT	https://jumptask.io/blog/black-friday-2025-giveaway-rules/	jumptask.io/blog/black-friday-2025-giveaway-rules/index.html	(from https://jumptask.io/blog/jumptask-referral-program-launch/)
12:28:03	158579/158579	---M--	200	added ('OK')	image/jpeg	etag:um+BrvthUvsBz7E3vl0QuVTv8uslIfvEC7H7qk7wWVM=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F11%2Fmain-1.jpg&w=3840&q=75	jumptask.io/_next/image/indexe3be.html	(from https://jumptask.io/blog/jumptask-referral-program-launch/)
12:28:05	283277/283277	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:02%20GMT	https://jumptask.io/blog/black-friday-2025-announcement/	jumptask.io/blog/black-friday-2025-announcement/index.html	(from https://jumptask.io/blog/jumptask-referral-program-launch/)
12:28:05	251473/251473	---M--	200	added ('OK')	image/jpeg	etag:0O-Shv7XOLgE05VgDsN1W2FJYcHQPAv3mQSmD68Bs1g=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F11%2FGIVEAWAY-1.jpg&w=3840&q=75	jumptask.io/_next/image/index347a.html	(from https://jumptask.io/blog/jumptask-referral-program-launch/)
12:28:06	157877/157877	---M--	200	added ('OK')	image/jpeg	etag:GM5dbo86LkoBOPi5-E8h7UtuY9TWjRjZCiuFQGQ8AIw=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F04%2FGroup-3465680.jpg&w=3840&q=70	jumptask.io/_next/image/indexbad3.html	(from https://jumptask.io/money-earning-app/)
12:28:07	128573/128573	---M--	200	added ('OK')	image/jpeg	etag:Q1k9c9yqISaalRW7KwYEIh5JyJcp7vY3AuY0TsmGhtA=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F04%2FGroup-3465692.jpg&w=3840&q=70	jumptask.io/_next/image/indexb0a8.html	(from https://jumptask.io/money-earning-app/)
12:28:07	84022/84022	---M--	200	added ('OK')	image/jpeg	etag:0fr5pNVmoKLORuYsBxJgOK-3uNHmqi5jJR+YgS-DJjg=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F04%2FGroup-3465684.jpg&w=3840&q=70	jumptask.io/_next/image/index4b8b.html	(from https://jumptask.io/task-earning-app/)
12:28:09	54528/54528	---M--	200	added ('OK')	image/jpeg	etag:8S3vBOPBYe1+aTZznJ1K8CjzTOs+xRnjHDSunkvnFEw=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2024%2F08%2FBlock-illustration-2.jpg&w=3840&q=70	jumptask.io/_next/image/index8b1d.html	(from https://jumptask.io/about-us/)
12:28:10	172201/172201	---M--	200	added ('OK')	image/jpeg	etag:U4xslxUkDWd4wOm6rZVk8fU1VHuIFOWRULW6wG9KsYc=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2024%2F11%2FIllustration-1.jpg&w=3840&q=70	jumptask.io/_next/image/index1021.html	(from https://jumptask.io/about-us/)
12:28:10	60888/60888	---M--	200	added ('OK')	image/jpeg	etag:ba6RRAuKCU76bQF6RAqzqtscGy53jqJejiFoJ1iUII4=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F11%2FGintare-1.jpg&w=3840&q=70	jumptask.io/_next/image/indexcaa5.html	(from https://jumptask.io/about-us/)
12:28:11	451377/451377	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:07%20GMT	https://jumptask.io/jmpt-token/	jumptask.io/jmpt-token/index.html	(from https://jumptask.io/is-jumptask-legit/)
12:28:11	44527/44527	---M--	200	added ('OK')	image/jpeg	etag:rl2OC8PAC0Pg3GDgzxKA2hbGeiRn7BGKGxqooQbzoPg=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F11%2FJustas-1.jpg&w=3840&q=70	jumptask.io/_next/image/indexbba3.html	(from https://jumptask.io/about-us/)
12:28:12	40242/40242	---M--	200	added ('OK')	image/jpeg	etag:syWkJbpCx6DYUTQvQaxMOZvERvRESGmR5Ls1-NkTi48=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F11%2FAdomas-1.jpg&w=3840&q=70	jumptask.io/_next/image/indexeec7.html	(from https://jumptask.io/about-us/)
12:28:13	36295/36295	---M--	200	added ('OK')	image/jpeg	etag:xcZXHnX3htFU63nRTt509mUwfjhUjhiQggpUjJSlweg=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2024%2F10%2FDovydas.jpg&w=3840&q=70	jumptask.io/_next/image/index23f2.html	(from https://jumptask.io/about-us/)
12:28:13	64894/64894	---M--	200	added ('OK')	image/jpeg	etag:g4Xi2sJh8rNLk5x8cZgtYzHcsExQH9eVHXHYEjw+Zx4=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2024%2F01%2FRugile-web.jpg&w=3840&q=70	jumptask.io/_next/image/index507d.html	(from https://jumptask.io/about-us/)
12:28:15	225053/225053	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:13%20GMT	https://jumptask.io/blog/page/2/	jumptask.io/blog/page/2/index.html	(from https://jumptask.io/blog/)
12:28:15	154099/154099	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:14%20GMT	https://jumptask.io/blog/category/digital-rewards/	jumptask.io/blog/category/digital-rewards/index.html	(from https://jumptask.io/blog/)
12:28:16	186721/186721	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:14%20GMT	https://jumptask.io/blog/category/crypto-abc/	jumptask.io/blog/category/crypto-abc/index.html	(from https://jumptask.io/blog/)
12:28:17	224634/224634	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:15%20GMT	https://jumptask.io/blog/category/freelancing-ideas/	jumptask.io/blog/category/freelancing-ideas/index.html	(from https://jumptask.io/blog/)
12:28:18	223682/223682	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:16%20GMT	https://jumptask.io/blog/category/how-to-make-money/	jumptask.io/blog/category/how-to-make-money/index.html	(from https://jumptask.io/blog/)
12:28:19	223465/223465	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:17%20GMT	https://jumptask.io/blog/category/microtasking/	jumptask.io/blog/category/microtasking/index.html	(from https://jumptask.io/blog/)
12:28:20	167055/167055	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:18%20GMT	https://jumptask.io/blog/category/money-earning-apps/	jumptask.io/blog/category/money-earning-apps/index.html	(from https://jumptask.io/blog/)
12:28:20	147744/147744	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:19%20GMT	https://jumptask.io/blog/category/play-to-earn-gaming/	jumptask.io/blog/category/play-to-earn-gaming/index.html	(from https://jumptask.io/blog/)
12:28:20	1311/1311	---M--	200	added ('OK')	image/jpeg	etag:BRxbRK0uMW-gi5XNex9ncikG63xEVyzRxs59iP0rwEc=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F11%2FGabriele.jpg&w=64&q=75	jumptask.io/_next/image/index8316.html	(from https://jumptask.io/blog/jumptask-referral-program-launch/)
12:28:21	387/387	---MCZ	200	added ('OK')	application/javascript	etag:W/%22183-19b60532f58%22	https://jumptask.io/_next/static/chunks/pages/blog/category/%5BcategorySlug%5D-18610048cc54b5e2.js	jumptask.io/_next/static/chunks/pages/blog/category/[categorySlug]-18610048cc54b5e2.js	(from https://jumptask.io/blog/category/jumptask-updates/)
12:28:23	211682/211682	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:21%20GMT	https://jumptask.io/blog/category/social-media-monetization/	jumptask.io/blog/category/social-media-monetization/index.html	(from https://jumptask.io/blog/)
12:28:23	224839/224839	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:21%20GMT	https://jumptask.io/blog/category/side-hustle-ideas/	jumptask.io/blog/category/side-hustle-ideas/index.html	(from https://jumptask.io/blog/)
12:28:23	154295/154295	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:22%20GMT	https://jumptask.io/blog/category/user-engagement-strategies/	jumptask.io/blog/category/user-engagement-strategies/index.html	(from https://jumptask.io/blog/)
12:28:23	147734/147734	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:22%20GMT	https://jumptask.io/blog/category/survey-earnings/	jumptask.io/blog/category/survey-earnings/index.html	(from https://jumptask.io/blog/)
12:28:24	9489/9489	---MCZ	200	added ('OK')	application/javascript	etag:W/%222511-19b60532f58%22	https://jumptask.io/_next/static/chunks/pages/blog/authors/%5BauthorName%5D-c118e8983bdc2b14.js	jumptask.io/_next/static/chunks/pages/blog/authors/[authorName]-c118e8983bdc2b14.js	(from https://jumptask.io/blog/authors/gintare-rimolaityte/)
12:28:25	159951/159951	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:24%20GMT	https://jumptask.io/blog/category/user-stories/	jumptask.io/blog/category/user-stories/index.html	(from https://jumptask.io/blog/)
12:28:26	161524/161524	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:24%20GMT	https://jumptask.io/blog/category/watch-to-earn-guides/	jumptask.io/blog/category/watch-to-earn-guides/index.html	(from https://jumptask.io/blog/)
12:28:26	121919/121919	---M--	200	added ('OK')	image/jpeg	etag:hkbPmV5uteeXbTHhb48ZUo-KqtUTheWYZmahz9+Q6a0=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov5.jpg&w=3840&q=70	jumptask.io/_next/image/indexb865.html	(from https://jumptask.io/blog/)
12:28:28	63152/63152	---M--	200	added ('OK')	image/jpeg	etag:VvajDoWHXl+Ruvix6CCe-CgXdVN3lE2tmpZnAywH2RQ=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov10.jpg&w=3840&q=75	jumptask.io/_next/image/indexb880.html	(from https://jumptask.io/blog/)
12:28:28	217608/217608	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:27%20GMT	https://jumptask.io/blog/authors/monika-ivanauskaite/	jumptask.io/blog/authors/monika-ivanauskaite/index.html	(from https://jumptask.io/blog/)
12:28:29	564649/564649	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:26%20GMT	https://jumptask.io/blog/how-to-make-money-fast/	jumptask.io/blog/how-to-make-money-fast/index.html	(from https://jumptask.io/blog/)
12:28:29	426309/426309	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:24%20GMT	https://jumptask.io/blog/guide-to-microtasking/	jumptask.io/blog/guide-to-microtasking/index.html	(from https://jumptask.io/blog/)
12:28:32	560824/560824	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:29%20GMT	https://jumptask.io/blog/gpt-sites/	jumptask.io/blog/gpt-sites/index.html	(from https://jumptask.io/blog/)
12:28:32	482920/482920	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:30%20GMT	https://jumptask.io/blog/make-money-online-australia/	jumptask.io/blog/make-money-online-australia/index.html	(from https://jumptask.io/blog/)
12:28:33	92157/92157	---M--	200	added ('OK')	image/jpeg	etag:1JwJJiq2zDvuarK88nZp2P08d6gmJEMV0g5PVFKPSvY=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov21.jpg&w=3840&q=75	jumptask.io/_next/image/indexa4cb.html	(from https://jumptask.io/blog/)
12:28:33	111662/111662	---M--	200	added ('OK')	image/jpeg	etag:hjAZmOIuy-Z8V-Xs2HSEyNNI+DYXOMtkPrHv0yvNKvY=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov8.jpg&w=3840&q=75	jumptask.io/_next/image/index8015.html	(from https://jumptask.io/blog/)
12:28:33	1260/1260	---M--	200	added ('OK')	image/jpeg	etag:uG22B3Cf6AJRRakcHUq6XI2qpF0gfTkL+061mBPh-IE=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F03%2FMonika.jpg&w=64&q=75	jumptask.io/_next/image/indexc19c.html	(from https://jumptask.io/blog/)
12:28:34	381/381	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217d-19b60532f58%22	https://jumptask.io/_next/static/chunks/pages/blog/page/%5BpageNumber%5D-5e1e5d150c1ab690.js	jumptask.io/_next/static/chunks/pages/blog/page/[pageNumber]-5e1e5d150c1ab690.js	(from https://jumptask.io/blog/page/2/)
12:28:36	211132/211132	---M--	200	added ('OK')	image/jpeg	etag:G0eTUZLYDTO83c7TyxiJJy+g-0bdh2fTPQMT75CVrEY=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov19.jpg&w=3840&q=75	jumptask.io/_next/image/index9977.html	(from https://jumptask.io/blog/)
12:28:36	106353/106353	---M--	200	added ('OK')	image/jpeg	etag:0PpF-YavyJZE9RogHg-meKaP-Y7uDUlTQ33uoIQZNb0=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov7.jpg&w=3840&q=75	jumptask.io/_next/image/index0a21.html	(from https://jumptask.io/blog/)
12:28:36	400459/400459	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:34%20GMT	https://jumptask.io/blog/swagbucks-vs-jumptask/	jumptask.io/blog/swagbucks-vs-jumptask/index.html	(from https://jumptask.io/blog/)
12:28:36	490377/490377	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:34%20GMT	https://jumptask.io/blog/best-task-websites/	jumptask.io/blog/best-task-websites/index.html	(from https://jumptask.io/blog/)
12:28:38	68674/68674	---M--	200	added ('OK')	image/jpeg	etag:3ixLQkuSpz1XWqMTciHj7ReMfq6Vj00o47ocyqYgtwE=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov9.jpg&w=3840&q=75	jumptask.io/_next/image/index9ba0.html	(from https://jumptask.io/blog/)
12:28:38	121713/121713	---M--	200	added ('OK')	image/jpeg	etag:m31+BxqhMhYt9KHObNZDOKZImI0LLhnV39C0ZOfan8g=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov1.jpg&w=3840&q=75	jumptask.io/_next/image/indexba9f.html	(from https://jumptask.io/blog/)
12:28:39	473231/473231	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:36%20GMT	https://jumptask.io/blog/how-to-make-money-blogging/	jumptask.io/blog/how-to-make-money-blogging/index.html	(from https://jumptask.io/blog/)
12:28:40	511764/511764	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:37%20GMT	https://jumptask.io/blog/how-to-make-money-online-for-beginners/	jumptask.io/blog/how-to-make-money-online-for-beginners/index.html	(from https://jumptask.io/blog/)
12:28:41	363332/363332	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:38%20GMT	https://jumptask.io/blog/jobs-like-amazon-flex/	jumptask.io/blog/jobs-like-amazon-flex/index.html	(from https://jumptask.io/blog/)
12:28:41	201999/201999	---M--	200	added ('OK')	image/jpeg	etag:pq+NYLHVOPDpnYOUcJ6ZkPUSs9kBOwQ0tJwA7TVeOCk=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov16.jpg&w=3840&q=75	jumptask.io/_next/image/index8441.html	(from https://jumptask.io/blog/)
12:28:42	426663/426663	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:40%20GMT	https://jumptask.io/blog/mturk-vs-jumptask/	jumptask.io/blog/mturk-vs-jumptask/index.html	(from https://jumptask.io/blog/)
12:28:43	80654/80654	---M--	200	added ('OK')	image/jpeg	etag:t+9EqJA+qp3Ed9ubSb8CbSBNOXEDksSfGfPbo9EIkvM=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov15.jpg&w=3840&q=75	jumptask.io/_next/image/index35ee.html	(from https://jumptask.io/blog/)
12:28:43	366061/366061	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:41%20GMT	https://jumptask.io/blog/how-to-make-money-as-a-man/	jumptask.io/blog/how-to-make-money-as-a-man/index.html	(from https://jumptask.io/blog/)
12:28:44	366793/366793	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:42%20GMT	https://jumptask.io/blog/what-is-gpt-site/	jumptask.io/blog/what-is-gpt-site/index.html	(from https://jumptask.io/blog/)
12:28:44	139123/139123	---M--	200	added ('OK')	image/jpeg	etag:RY7wLsRGMUZ3G1Zj+BiL4+ELdaGhbzH0PWpQAlA+zmQ=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov5.jpg&w=3840&q=75	jumptask.io/_next/image/indexcd5a.html	(from https://jumptask.io/blog/)
12:28:46	342216/342216	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:44%20GMT	https://jumptask.io/blog/what-is-jumptask/	jumptask.io/blog/what-is-jumptask/index.html	(from https://jumptask.io/blog/)
12:28:47	225971/225971	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:45%20GMT	https://jumptask.io/blog/page/3/	jumptask.io/blog/page/3/index.html	(from https://jumptask.io/blog/)
12:28:47	553909/553909	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:44%20GMT	https://jumptask.io/blog/how-to-make-money-from-home/	jumptask.io/blog/how-to-make-money-from-home/index.html	(from https://jumptask.io/blog/)
12:28:47	262763/262763	---M--	200	added ('OK')	image/jpeg	etag:pyQlPQR+MgsdUw15wropUWvOCni6-H306zWAw9zW2BM=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F08%2Fjt-blog-cov13.jpg&w=3840&q=75	jumptask.io/_next/image/indexcfba.html	(from https://jumptask.io/blog/)
12:28:48	226926/226926	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:46%20GMT	https://jumptask.io/blog/page/4/	jumptask.io/blog/page/4/index.html	(from https://jumptask.io/blog/)
12:28:49	226165/226165	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:47%20GMT	https://jumptask.io/blog/page/5/	jumptask.io/blog/page/5/index.html	(from https://jumptask.io/blog/)
12:28:49	160839/160839	---M--	200	added ('OK')	image/jpeg	etag:d5nffHCn2V65kX8Z7odpHAVUhodSCC2mAc4Ln9aiEhs=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F11%2FInvesotrs-0-desktop.jpg&w=3840&q=70	jumptask.io/_next/image/index3d99.html	(from https://jumptask.io/litepaper/)
12:28:50	172309/172309	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:48%20GMT	https://jumptask.io/blog/page/11/	jumptask.io/blog/page/11/index.html	(from https://jumptask.io/blog/)
12:28:50	48648/48648	---M--	200	added ('OK')	image/jpeg	etag:ybLYTTWsO+A6JkaBcUkbb9OHbshzMwZ17daufDRotBg=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F12%2FHot-to-earn-1.jpg&w=3840&q=70	jumptask.io/_next/image/index4f99.html	(from https://jumptask.io/how-does-jumptask-work/)
12:28:51	124835/124835	---M--	200	added ('OK')	image/png	etag:-qaa5yJcls98vZ7Trd+AQwa7THZzrj6YIoVwscaK1U0=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F12%2FHow-to-earn-22.png&w=3840&q=70	jumptask.io/_next/image/indexa92f.html	(from https://jumptask.io/how-does-jumptask-work/)
12:28:52	173199/173199	---M--	200	added ('OK')	image/png	etag:TGF3+n9mLXYqiO2bAcoMyZ7putTk091F0Dyv4FArNT0=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F12%2FHow-to-earn-33.png&w=3840&q=70	jumptask.io/_next/image/indexc5d1.html	(from https://jumptask.io/how-does-jumptask-work/)
12:28:52	66274/66274	---M--	200	added ('OK')	image/jpeg	etag:cP7iO2TnMWrUN4Jluy11Atsa2rLoABue945iVryjEVc=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F02%2Fblogpost-cover-7-1.jpg&w=3840&q=75	jumptask.io/_next/image/index324a.html	(from https://jumptask.io/blog/best-micro-job-sites/)
12:28:52	63808/63808	---M--	200	added ('OK')	image/jpeg	etag:NISthbjJqB3W+7yS6aNaN39fR7QLToa7fXV+78uaLow=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2024%2F05%2FBecome-a-partner-3.jpg&w=3840&q=70	jumptask.io/_next/image/index5756.html	(from https://jumptask.io/how-does-jumptask-work/)
12:28:54	17104/17104	---M--	200	added ('OK')	image/png	etag:C3V86hjKLcjPB-Qbmdll0ztAh9Ca-E3tZQc0CJ6HnmQ=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F10%2Ffiverr-min.png&w=3840&q=75	jumptask.io/_next/image/index5412.html	(from https://jumptask.io/blog/best-micro-job-sites/)
12:28:54	19932/19932	---M--	200	added ('OK')	image/png	etag:x6a1xrhy-zoaCRby7xNvjc66XKdf-m91qV+h3o1AJYY=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F11%2FScreenshot-2025-11-19-at-10.31.10-1024x509.png&w=3840&q=75	jumptask.io/_next/image/index5368.html	(from https://jumptask.io/blog/best-micro-job-sites/)
12:28:55	648540/648540	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:52%20GMT	https://jumptask.io/blog/how-to-earn-money-online-without-investment/	jumptask.io/blog/how-to-earn-money-online-without-investment/index.html	(from https://jumptask.io/blog/best-micro-job-sites/)
12:28:56	579540/579540	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:53%20GMT	https://jumptask.io/blog/how-to-make-money-online/	jumptask.io/blog/how-to-make-money-online/index.html	(from https://jumptask.io/blog/best-micro-job-sites/)
12:28:56	440609/440609	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:54%20GMT	https://jumptask.io/blog/how-to-become-freelancer/	jumptask.io/blog/how-to-become-freelancer/index.html	(from https://jumptask.io/blog/best-micro-job-sites/)
12:28:57	408248/408248	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:28:55%20GMT	https://jumptask.io/blog/apps-like-clickworker/	jumptask.io/blog/apps-like-clickworker/index.html	(from https://jumptask.io/blog/best-micro-job-sites/)
12:28:58	47371/47371	---M--	200	added ('OK')	image/png	etag:9QOcmVn-Cdrv7gJK8eYSW5O0Nj8Gbb5F6DZeJ6cKJNs=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F11%2FJumpTask-micro-jobs.png&w=3840&q=75	jumptask.io/_next/image/indexfb04.html	(from https://jumptask.io/blog/best-micro-job-sites/)
